0	0	0	0	0	
0	0	0	1	0	
0	0	1	1	0	
0	1	1	1	0	
0	1	0	3	0	
0	1	1	5	0	
0	1	1	5	0	
0	2	1	4	0	
1	2	2	5	0	
1	2	3	7	0	
1	2	2	7	0	
1	2	2	6	0	
1	2	3	5	0	
3	2	3	7	0	
2	2	2	8	0	
2	1	3	8	0	
2	2	3	9	0	
1	3	4	10	0	
1	3	5	11	0	
1	3	5	13	0	
0	4	7	12	0	
0	5	8	13	0	
0	6	6	12	0	
0	7	5	12	0	
1	7	6	12	0	
3	9	6	12	0	
3	7	8	14	0	
3	7	8	19	0	
3	9	8	17	0	
4	10	7	16	0	
3	10	5	20	0	
4	9	5	19	0	
4	11	7	19	0	
6	14	9	22	0	
6	12	9	21	0	
5	13	8	17	0	
7	13	8	17	0	
7	11	9	19	0	
6	13	13	20	0	
6	12	16	19	0	
5	12	13	20	0	
5	12	15	20	0	
5	14	14	20	0	
3	14	12	22	0	
4	15	14	25	0	
4	16	15	23	0	
4	18	17	27	0	
5	23	15	26	0	
5	26	15	31	0	
5	27	15	32	0	
8	28	16	31	0	
8	30	14	33	0	
8	31	14	33	0	
8	30	15	33	0	
9	26	14	33	0	
9	24	12	32	0	
8	28	12	33	0	
7	27	14	33	0	
6	26	11	34	0	
4	26	12	33	0	
5	26	10	34	0	
7	24	10	36	0	
7	24	8	35	0	
4	25	7	32	0	
6	28	8	27	0	
4	26	7	30	0	
3	25	6	33	0	
3	27	4	30	0	
3	26	5	31	0	
4	27	5	32	0	
5	27	5	35	0	
6	29	6	33	0	
5	32	7	27	0	
5	32	7	27	0	
4	34	6	25	0	
3	32	5	28	0	
5	32	5	29	0	
5	33	6	31	0	
6	29	6	29	0	
6	27	8	28	0	
7	27	10	30	0	
9	27	9	31	0	
11	24	8	29	0	
12	22	7	26	0	
11	23	7	27	0	
8	21	8	24	0	
11	21	9	21	0	
13	21	10	21	0	
12	20	11	20	0	
13	17	12	23	0	
11	19	12	19	0	
13	19	11	19	0	
12	18	12	18	0	
11	17	9	20	0	
10	15	12	18	0	
10	15	14	18	0	
8	15	18	21	0	
8	16	18	23	0	
9	17	19	19	0	
9	18	20	21	0	
11	16	19	19	0	
7	16	18	20	0	
5	15	20	20	0	
5	13	20	18	0	
6	13	20	19	0	
6	13	19	17	0	
7	12	20	19	0	
7	12	20	19	0	
8	13	22	18	0	
7	13	19	21	0	
7	12	18	18	0	
6	11	18	19	0	
8	11	16	19	0	
8	12	15	22	0	
7	12	19	23	0	
9	11	18	23	0	
10	11	20	21	0	
10	12	22	23	0	
11	12	21	21	0	
12	12	26	22	0	
12	12	28	25	0	
10	12	25	24	0	
13	12	22	23	0	
12	13	22	21	0	
11	12	26	20	0	
12	12	27	21	0	
12	10	28	23	0	
12	8	26	22	0	
12	8	25	19	0	
8	9	26	19	0	
7	11	25	20	0	
7	10	25	22	0	
5	9	23	23	0	
6	7	27	25	0	
8	6	27	20	0	
5	8	28	21	0	
5	9	27	20	0	
4	7	25	20	0	
6	7	25	21	0	
7	8	28	19	0	
9	8	33	17	0	
11	6	29	19	0	
12	7	29	18	0	
12	7	28	19	0	
13	7	26	22	0	
12	7	28	24	0	
12	8	26	24	0	
14	8	27	24	0	
13	7	26	27	0	
16	6	24	24	0	
15	4	23	24	0	
15	4	28	25	0	
13	4	30	26	0	
14	3	25	25	0	
13	3	29	25	0	
13	3	27	25	0	
12	5	29	26	0	
13	6	30	29	0	
12	6	27	28	0	
13	5	26	26	0	
14	5	26	28	0	
17	4	27	25	0	
15	4	28	25	0	
13	4	29	25	0	
13	5	31	22	0	
12	6	33	22	0	
13	7	34	23	0	
12	7	35	21	0	
11	8	30	22	0	
10	10	36	21	0	
11	8	31	19	0	
12	8	29	19	0	
10	7	28	21	0	
9	7	30	21	0	
7	6	31	22	0	
7	7	29	22	0	
8	8	27	22	0	
9	7	26	22	0	
8	6	25	23	0	
7	6	30	21	0	
5	5	26	23	0	
4	5	25	27	0	
4	6	28	25	0	
5	8	25	20	0	
6	9	26	21	0	
6	9	23	22	0	
5	10	23	20	0	
5	8	24	21	0	
5	10	25	24	0	
6	8	24	25	0	
6	9	26	23	0	
6	9	26	20	0	
5	8	21	19	0	
5	7	23	19	0	
4	7	24	16	0	
3	7	25	15	0	
4	8	29	17	0	
5	10	27	16	0	
6	9	32	17	0	
8	9	29	17	0	
10	8	25	19	0	
8	7	27	19	0	
7	8	30	18	0	
9	6	29	16	0	
9	5	31	19	0	
10	5	34	22	0	
10	5	37	21	0	
10	4	32	18	0	
11	4	33	18	0	
11	4	32	18	0	
9	3	36	18	0	
11	3	32	19	0	
11	4	29	19	0	
16	5	30	21	0	
15	6	27	21	0	
13	6	22	22	0	
10	7	21	21	0	
10	7	22	21	0	
10	8	19	24	0	
9	9	19	23	0	
13	8	18	21	0	
13	7	17	22	0	
11	6	19	24	0	
13	6	16	25	0	
11	5	18	28	0	
10	4	19	24	0	
11	3	26	22	0	
11	3	27	25	0	
12	4	25	25	0	
13	3	24	27	0	
13	5	26	28	0	
13	5	27	29	0	
11	5	25	27	0	
11	5	26	28	0	
9	5	24	27	0	
8	7	23	21	0	
7	6	25	19	0	
7	7	26	20	0	
7	7	27	20	0	
6	5	22	19	0	
6	6	24	18	0	
5	6	24	20	0	
7	5	26	20	0	
7	4	25	20	0	
10	7	25	18	0	
8	8	28	16	0	
10	8	30	15	0	
8	6	27	16	0	
8	5	26	15	0	
8	10	27	16	0	
5	7	29	17	0	
5	6	33	16	0	
4	8	30	17	0	
3	7	32	20	0	
2	8	29	19	0	
2	6	34	17	0	
2	7	32	16	0	
2	9	33	12	3	
2	9	32	11	3	
3	8	31	12	3	
3	7	32	11	3	
4	8	33	12	3	
6	9	38	9	3	
4	9	34	11	3	
5	9	33	13	3	
6	8	33	12	3	
6	7	35	11	3	
5	7	34	8	3	
6	6	38	10	3	
6	6	37	11	3	
6	7	38	12	3	
6	7	34	15	3	
6	6	31	17	0	
6	8	29	17	0	
8	7	28	15	0	
7	7	29	17	0	
8	7	30	17	0	
11	7	25	20	0	
11	7	27	20	0	
13	7	27	20	0	
12	8	28	20	0	
13	9	30	20	0	
15	8	30	17	0	
16	10	32	15	0	
16	9	32	16	0	
19	9	34	16	0	
19	10	36	14	0	
18	10	37	12	0	
19	10	38	14	0	
16	10	35	15	3	
15	10	35	17	0	
14	11	34	19	0	
13	12	34	20	0	
14	12	34	18	0	
15	14	34	17	0	
14	11	37	14	3	
13	13	36	16	3	
13	13	35	16	3	
12	14	32	16	0	
12	10	28	15	0	
13	10	31	17	0	
11	10	31	14	0	
10	12	27	13	0	
10	11	26	13	0	
10	13	25	18	0	
9	11	27	16	0	
10	11	27	19	0	
10	7	29	16	0	
11	9	30	16	0	
10	10	30	17	0	
9	9	32	16	0	
9	7	35	16	3	
9	8	32	17	0	
8	6	34	18	0	
9	5	32	16	0	
9	4	31	19	0	
9	5	33	19	0	
9	7	30	19	0	
8	10	30	13	3	
9	10	31	14	0	
8	9	32	15	0	
6	8	30	15	0	
7	8	27	14	0	
7	7	25	15	0	
7	8	28	17	0	
7	9	27	19	0	
8	10	26	19	0	
8	9	23	20	0	
7	11	25	20	0	
8	11	25	19	0	
8	13	25	19	0	
9	10	24	21	0	
9	10	23	22	0	
9	11	23	23	0	
9	11	25	23	0	
9	10	23	23	0	
9	10	21	22	0	
9	11	24	21	0	
9	12	21	19	0	
12	10	25	21	0	
11	10	26	24	0	
10	11	25	22	0	
8	11	22	22	0	
8	12	22	27	0	
8	13	27	24	0	
8	16	24	25	0	
8	17	23	27	0	
7	15	23	27	0	
8	15	24	29	0	
6	12	23	31	0	
6	12	19	33	0	
6	14	17	34	0	
5	15	18	35	0	
4	13	20	31	0	
5	14	21	28	0	
5	11	19	28	0	
6	13	20	29	0	
6	16	22	33	0	
6	16	18	32	0	
6	17	17	33	0	
7	17	15	33	0	
8	17	16	35	0	
8	16	17	32	0	
7	13	18	32	0	
7	13	18	34	0	
6	14	18	31	0	
8	12	17	30	0	
10	11	18	31	0	
13	11	17	32	0	
12	12	18	31	0	
13	14	16	29	0	
12	12	17	28	0	
14	15	15	26	0	
17	12	16	26	0	
16	15	14	27	0	
16	15	17	27	0	
18	17	18	27	0	
15	17	19	26	0	
13	16	23	28	0	
13	17	22	27	0	
14	13	21	24	0	
13	12	22	29	0	
14	11	23	30	0	
13	9	19	32	0	
14	8	20	32	0	
14	9	19	30	0	
16	9	18	32	0	
18	10	18	28	0	
20	8	17	27	0	
23	9	14	27	0	
20	9	12	26	0	
21	8	12	24	0	
23	7	13	24	0	
21	10	10	24	0	
22	11	9	29	0	
21	11	8	29	0	
22	13	10	29	0	
24	13	10	27	0	
26	16	8	28	0	
25	17	8	27	0	
28	17	8	26	0	
29	20	7	23	0	
28	19	6	22	0	
26	19	5	23	0	
26	17	3	23	0	
28	17	3	21	0	
32	19	3	22	0	
36	20	4	18	0	
35	21	5	16	0	
31	21	5	15	0	
30	16	5	14	0	
29	17	7	17	0	
32	18	8	15	0	
35	17	7	13	0	
35	16	7	16	1	
35	15	9	13	1	
36	16	8	10	1	
34	19	7	12	0	
35	23	8	12	0	
34	19	9	13	0	
30	18	13	14	0	
35	20	14	12	0	
31	21	13	15	0	
28	22	11	15	0	
26	22	10	17	0	
26	20	7	17	0	
22	20	9	18	0	
22	20	11	16	0	
22	19	12	17	0	
27	22	11	18	0	
24	22	10	16	0	
25	20	10	19	0	
23	20	13	17	0	
27	21	11	15	0	
23	19	13	15	0	
21	20	13	14	0	
22	20	13	13	0	
21	18	12	16	0	
20	18	13	17	0	
22	20	12	19	0	
21	17	12	16	0	
17	12	12	15	0	
18	13	12	16	0	
15	13	10	17	0	
15	15	12	15	0	
16	14	14	14	0	
17	13	13	18	0	
19	12	13	16	0	
22	14	14	13	0	
25	16	15	12	0	
24	17	16	12	0	
23	17	13	12	0	
21	18	14	14	0	
22	18	16	13	0	
22	20	18	12	0	
25	19	17	14	0	
25	16	18	12	0	
26	16	16	14	0	
24	18	16	14	0	
27	16	19	14	0	
29	17	14	16	0	
32	19	16	14	0	
29	18	18	13	0	
28	16	17	14	0	
28	15	21	13	0	
26	14	21	12	0	
30	16	20	10	0	
30	13	19	11	0	
31	12	20	11	0	
29	10	18	13	0	
26	8	17	12	0	
21	9	17	12	0	
21	11	17	11	0	
22	11	17	11	0	
22	12	19	11	0	
22	11	18	11	0	
22	11	19	10	0	
20	9	18	11	0	
19	11	21	11	0	
20	11	23	12	0	
21	11	23	13	0	
19	13	23	13	0	
21	14	24	13	0	
20	16	22	13	0	
19	19	25	14	0	
18	18	26	15	0	
20	18	26	14	0	
21	17	26	12	0	
21	16	19	11	0	
20	19	22	9	0	
17	17	21	9	0	
17	20	20	8	0	
18	18	21	9	0	
17	17	24	10	0	
15	15	22	10	0	
