0	0	0	1	0	
0	0	0	3	0	
0	0	0	5	0	
0	1	0	5	0	
1	1	0	7	0	
1	1	1	6	0	
0	1	1	7	0	
1	1	1	5	0	
1	1	1	6	0	
1	1	2	7	0	
1	1	2	11	0	
1	1	2	12	4	
0	2	2	12	4	
0	3	1	12	0	
0	4	1	15	0	
0	4	3	12	0	
0	4	3	10	0	
0	4	4	12	0	
1	4	4	12	0	
1	3	5	13	0	
1	5	6	18	0	
1	6	6	22	4	
1	5	5	23	4	
3	5	5	24	4	
2	5	5	24	4	
3	4	5	28	4	
3	4	5	31	4	
4	5	5	29	4	
5	5	4	30	4	
5	9	4	30	4	
6	10	6	32	4	
7	10	6	25	0	
6	11	6	29	4	
8	10	5	32	4	
11	10	5	34	4	
11	11	6	34	4	
9	11	6	34	4	
10	11	8	34	4	
9	12	8	37	4	
10	15	8	36	4	
11	19	10	38	0	
11	18	13	43	4	
8	19	13	44	4	
7	19	13	41	4	
8	16	14	41	4	
8	17	15	44	4	
9	17	15	44	4	
9	18	17	40	4	
9	17	16	39	4	
11	17	15	41	4	
9	17	16	41	4	
12	19	19	40	4	
15	21	20	38	0	
16	21	23	41	0	
15	22	27	41	0	
15	21	28	40	0	
17	24	29	38	0	
16	27	29	41	0	
13	27	29	38	0	
13	31	31	39	0	
15	32	30	46	0	
16	35	29	44	0	
16	32	26	51	0	
17	35	26	50	0	
17	36	27	49	0	
17	35	30	49	0	
18	34	27	51	0	
19	36	30	53	0	
20	36	27	57	0	
20	34	27	62	4	
26	33	29	66	4	
24	30	28	68	4	
25	28	27	74	4	
23	27	29	75	4	
22	28	25	68	4	
23	31	28	70	4	
25	31	30	72	4	
27	35	31	79	4	
22	33	33	73	4	
22	33	32	76	4	
25	37	32	76	4	
25	35	28	84	4	
22	35	30	89	4	
24	33	32	94	4	
24	37	35	97	4	
24	39	36	98	4	
26	42	38	103	4	
25	47	42	106	4	
25	46	40	105	4	
25	46	41	111	4	
29	48	47	114	4	
32	50	45	116	4	
29	51	50	110	4	
29	51	48	113	4	
30	53	49	125	4	
33	51	50	120	4	
33	52	48	117	4	
32	52	56	120	4	
35	48	61	130	4	
36	48	65	141	4	
38	44	68	150	4	
34	44	74	155	4	
35	43	79	158	4	
41	52	82	157	4	
42	50	84	162	4	
43	50	79	170	4	
43	48	85	167	4	
49	48	84	168	4	
46	47	83	172	4	
46	48	87	171	4	
46	46	88	175	4	
45	44	92	180	4	
42	43	92	190	4	
46	42	97	194	4	
51	42	97	196	4	
53	41	98	201	4	
54	45	104	202	4	
51	44	112	213	4	
53	50	112	221	4	
52	51	106	232	4	
56	48	115	241	4	
56	48	123	244	4	
58	50	124	256	4	
65	52	132	270	4	
65	54	138	265	4	
68	64	130	262	4	
67	62	131	266	4	
67	61	127	270	4	
63	64	134	280	4	
68	61	139	286	4	
67	65	145	287	4	
70	66	148	292	4	
72	65	150	308	4	
69	63	155	317	4	
68	66	156	323	4	
68	67	157	334	4	
60	64	163	346	4	
62	63	174	344	4	
64	64	182	344	4	
65	61	181	347	4	
67	59	186	342	4	
65	60	192	349	4	
64	64	192	362	4	
63	67	201	366	4	
59	66	205	361	4	
60	62	206	373	4	
61	60	213	380	4	
67	69	218	389	4	
72	70	215	396	4	
76	75	224	401	4	
81	69	222	404	4	
84	71	228	405	4	
88	66	235	406	4	
91	68	249	414	4	
82	75	248	421	4	
80	78	263	433	4	
83	77	270	451	4	
88	79	277	451	4	
97	86	287	460	4	
103	87	288	481	4	
102	78	282	488	4	
100	82	297	490	4	
97	77	304	493	4	
102	77	314	518	4	
102	73	312	527	4	
104	70	330	540	4	
99	66	327	541	4	
101	62	328	517	4	
103	64	335	508	4	
102	70	333	523	4	
104	71	352	529	4	
99	70	368	542	4	
106	74	369	561	4	
108	70	381	558	4	
104	76	383	563	4	
101	74	391	564	4	
95	72	385	578	4	
92	72	389	580	4	
89	75	394	582	4	
85	71	411	568	4	
81	75	425	574	4	
83	80	436	566	4	
83	81	434	581	4	
90	83	430	589	4	
83	83	448	583	4	
86	89	449	598	4	
87	88	463	618	4	
88	81	465	629	4	
82	79	469	633	4	
84	82	475	634	4	
81	77	476	633	4	
83	83	485	632	4	
81	83	485	624	4	
83	77	501	613	4	
82	85	503	631	4	
82	82	517	635	4	
88	85	509	653	4	
93	90	498	653	4	
101	92	517	647	4	
101	93	520	653	4	
103	92	521	636	4	
103	96	533	640	4	
105	96	528	629	4	
105	94	527	625	4	
106	91	534	648	4	
105	88	531	664	4	
108	94	538	672	4	
110	104	548	651	4	
113	107	533	663	4	
113	112	534	684	4	
113	110	527	667	4	
111	102	514	678	4	
111	97	526	680	4	
106	97	523	686	4	
116	96	518	690	4	
116	97	522	688	4	
115	99	527	693	4	
116	101	519	660	4	
115	104	525	668	4	
119	99	547	664	4	
123	97	541	666	4	
118	97	541	674	4	
117	94	548	682	4	
119	93	558	695	4	
119	98	552	701	4	
116	97	553	704	4	
116	102	571	708	4	
117	110	574	705	4	
127	107	576	707	4	
129	101	572	707	4	
117	97	586	703	4	
114	92	591	694	4	
107	88	601	699	4	
103	89	604	708	4	
116	86	612	717	4	
107	89	609	698	0	
107	89	598	707	4	
107	87	590	705	4	
102	86	593	706	4	
100	87	611	692	0	
95	89	618	706	0	
106	82	616	690	0	
101	86	614	695	0	
107	85	602	713	4	
110	83	608	706	4	
106	82	607	709	4	
